doc,authors,institution,title,abstract,keywords,language,status_article,pages,year,date,country,city,latitud,longitud,Views
84814,Leandro Márcio Moreira,Universidade Federal de Ouro Preto - UFOP,A gene based bacterial whole genome comparison toolkit,"Most of the computational biology analysis is made comparing genomic features. The nucleotide and amino acid sequence alignments are frequently used in gene function identification and genome comparison. Despite its widespread use, there are limitations in their analysis capabilities that need to be considered but are often overlooked or unknown by many researchers. This paper presents a gene based whole genome comparison toolkit which can be used not only as an alternative and more robust way to compare a set of whole genomes, but, also, to understand the tradeoff of the use of sequence local alignment in this kind of comparison. A study case was performed considering fifteen whole genomes of the Xanthomonas genus. The results were compared with the 16S rRNA-processing protein RimM phylogeny and some thresholds for the use of sequence alignments in this kind of analysis were discussed.","Bioinformatics, Whole genome, Genome comparison, Phylogeny, Pangenome, Genome visualization",en_US,Published,10,2018,2018-07-15 09:38:08,Brazil,Ouro Preto,-20.385.527,-435.035.214,891
84814,Vivian Mayumi Yamassaki Pereira,Universidade de São Paulo - USP,Analysis of the Performance of Genetic Algorithm Parallelized with OpenMP Through Execution Traces,"Run tracing allows you to identify issues affecting the performance of parallel applications. This work consists in evaluating the parallelization of a Genetic Algorithm applied to the Vehicle Routing Problem with OpenMP, where the performance obtained was not ideally expected. Being that it was possible to obtain a performance increase of 1.4 times in the architecture used, however, but still below ideal. Therefore, the general objective of this work is to investigate the causes of the low performance obtained by the Genetic Algorithm, performing an analysis from the execution traces. Our results showed that the parallelization of the Genetic Algorithm is according to the model in which it was implemented and to the set of instances of the target Vehicle Routing Problem used.","Genetic Algorithms, OpenMP, Paralelization, Performance, Score-P, Tracking, Vampir, Vehicle Routing Problem",en_US,Published,10,2018,2018-07-15 09:38:08,Brazil,Sao Paulo,-235.506.507,-466.333.824,891
84814,Geraldo José Santos-Júnior,Universidade de São Paulo - USP,Analysis of the Performance of Genetic Algorithm Parallelized with OpenMP Through Execution Traces,"Run tracing allows you to identify issues affecting the performance of parallel applications. This work consists in evaluating the parallelization of a Genetic Algorithm applied to the Vehicle Routing Problem with OpenMP, where the performance obtained was not ideally expected. Being that it was possible to obtain a performance increase of 1.4 times in the architecture used, however, but still below ideal. Therefore, the general objective of this work is to investigate the causes of the low performance obtained by the Genetic Algorithm, performing an analysis from the execution traces. Our results showed that the parallelization of the Genetic Algorithm is according to the model in which it was implemented and to the set of instances of the target Vehicle Routing Problem used.","Genetic Algorithms, OpenMP, Paralelization, Performance, Score-P, Tracking, Vampir, Vehicle Routing Problem",en_US,Published,10,2018,2018-07-15 09:38:08,Brazil,Sao Paulo,-235.506.507,-466.333.824,891
85091,Marcia Cristina Cera,Universidade Federal do Pampa - Unipampa,OLSR Fuzzy Cost (OLSR-FC): an extension to OLSR protocol based on fuzzy logic and applied to avoid selfish nodes,"The mobile ad-hoc networks (MANET) are those whose nodes have mobility, energy restriction and operate simultaneously as end systems and router. One of the main problems found in MANETs is the occurrence of selfish nodes, which are those that refuse to route packets for other nodes. To address the issue of selfish nodes in MANETs and improve the flow of traffic in these networks, this paper proposes an extension to the OLSR protocol, based on Fuzzy logic, called OLSR Fuzzy Cost (OLSR -FC). Using the NS-2 simulator, the OLSR-FC proposal was compared to other extensions of OLSR protocol (e.g., OLSR-ETX, OLSR-ML e OLSR-MD) concerning the performance metrics: packet loss, end-to-end delay, Jitter, power consumption, routing overhead and throughput. The results showed that OLSR-FC obtains better performance than the evaluated extensions, avoiding selfish nodes and selecting routes whose links have little packet losses.","MANETS, Selfish Nodes, Routing, OLSR, Fuzzy Logic",en_US,Published,9,2018,2018-07-23 19:38:04,Brazil,Bage,303.945.182,943.451.345,476
85091,Gabriella Lopes Andrade,Universidade Federal do Pampa - Unipampa,OLSR Fuzzy Cost (OLSR-FC): an extension to OLSR protocol based on fuzzy logic and applied to avoid selfish nodes,"The mobile ad-hoc networks (MANET) are those whose nodes have mobility, energy restriction and operate simultaneously as end systems and router. One of the main problems found in MANETs is the occurrence of selfish nodes, which are those that refuse to route packets for other nodes. To address the issue of selfish nodes in MANETs and improve the flow of traffic in these networks, this paper proposes an extension to the OLSR protocol, based on Fuzzy logic, called OLSR Fuzzy Cost (OLSR -FC). Using the NS-2 simulator, the OLSR-FC proposal was compared to other extensions of OLSR protocol (e.g., OLSR-ETX, OLSR-ML e OLSR-MD) concerning the performance metrics: packet loss, end-to-end delay, Jitter, power consumption, routing overhead and throughput. The results showed that OLSR-FC obtains better performance than the evaluated extensions, avoiding selfish nodes and selecting routes whose links have little packet losses.","MANETS, Selfish Nodes, Routing, OLSR, Fuzzy Logic",en_US,Published,9,2018,2018-07-23 19:38:04,Brazil,Bage,303.945.182,943.451.345,476
86380,Diógenes Antonio Marques José,Universidade do Estado de Mato Grosso - UNEMAT,OLSR Fuzzy Cost (OLSR-FC): an extension to OLSR protocol based on fuzzy logic and applied to avoid selfish nodes,"The mobile ad-hoc networks (MANET) are those whose nodes have mobility, energy restriction and operate simultaneously as end systems and router. One of the main problems found in MANETs is the occurrence of selfish nodes, which are those that refuse to route packets for other nodes. To address the issue of selfish nodes in MANETs and improve the flow of traffic in these networks, this paper proposes an extension to the OLSR protocol, based on Fuzzy logic, called OLSR Fuzzy Cost (OLSR -FC). Using the NS-2 simulator, the OLSR-FC proposal was compared to other extensions of OLSR protocol (e.g., OLSR-ETX, OLSR-ML e OLSR-MD) concerning the performance metrics: packet loss, end-to-end delay, Jitter, power consumption, routing overhead and throughput. The results showed that OLSR-FC obtains better performance than the evaluated extensions, avoiding selfish nodes and selecting routes whose links have little packet losses.","MANETS, Selfish Nodes, Routing, OLSR, Fuzzy Logic",en_US,Published,17,2018,2018-09-02 19:36:56,Brazil,Caceres,397.591.725,-61.379.457.147.709,1167
86380,Iwens Gervásio Sene Júnior,Universidade Federal de Goiás - UFG,OLSR Fuzzy Cost (OLSR-FC): an extension to OLSR protocol based on fuzzy logic and applied to avoid selfish nodes,"The mobile ad-hoc networks (MANET) are those whose nodes have mobility, energy restriction and operate simultaneously as end systems and router. One of the main problems found in MANETs is the occurrence of selfish nodes, which are those that refuse to route packets for other nodes. To address the issue of selfish nodes in MANETs and improve the flow of traffic in these networks, this paper proposes an extension to the OLSR protocol, based on Fuzzy logic, called OLSR Fuzzy Cost (OLSR -FC). Using the NS-2 simulator, the OLSR-FC proposal was compared to other extensions of OLSR protocol (e.g., OLSR-ETX, OLSR-ML e OLSR-MD) concerning the performance metrics: packet loss, end-to-end delay, Jitter, power consumption, routing overhead and throughput. The results showed that OLSR-FC obtains better performance than the evaluated extensions, avoiding selfish nodes and selecting routes whose links have little packet losses.","MANETS, Selfish Nodes, Routing, OLSR, Fuzzy Logic",en_US,Published,17,2018,2018-09-02 19:36:56,Brazil,Goiania,-16.680.882,-492.532.691,1167
86380,Vinícius Sebba Patto,Universidade Federal de Goiás - UFG,A Model for the Diffusive Filling-In Algorithm Operating in Spike Mode,"To run cortical circuit simulations in spike mode, i.e. taking into account the neural representation of information in terms of sequences of electrical pulses (also known as spikes), the use of customized hardware, which is specific for this purpose, is recommended. Simulations using more traditional hardware can be prohibitive. In this context, theoretical predictions are important for customized hardware design. For example, theoretical predictions lead to an adequate neuron model choice. To make such theoretical predictions, the cortical circuit simulations are carried out in amplitude mode. Differently from the spike mode, in amplitude mode information is represented by sequences of scalar values that describe neural input and output spike rates. In this paper, it was proposed amplitude and spike mode simulations of a cortical algorithm, namely the diffusive filling-in algorithm, to investigate whether predictions based on the amplitude-mode results approximate well the behavior of the customized hardware (spike mode results). The diffusive filling-in algorithm was chosen because it is simple enough for spike-mode simulation in a conventional computer, but the proposed amplitude-mode prediction method is the same for more complex algorithms or circuits. We provide a highly realistic comparison between amplitude-mode and spike-mode in the diffusive filling-in case, which suggests that the amplitude mode is reliable for theoretical predictions useful for customized hardware design for cortical circuit simulation. The goal of this paper is not to bring closure to these discussions but to suggest a way of avoiding possible issues that could compromise the success of the customized device design.","diffusive filling-in, visual system, silicon retina, spike encoding",en_US,Published,17,2018,2018-09-02 19:36:56,Brazil,Goiania,-16.680.882,-492.532.691,1167
86380,Renato F. Bulcão-Neto,Universidade Federal de Goiás - UFG,A Model for the Diffusive Filling-In Algorithm Operating in Spike Mode,"To run cortical circuit simulations in spike mode, i.e. taking into account the neural representation of information in terms of sequences of electrical pulses (also known as spikes), the use of customized hardware, which is specific for this purpose, is recommended. Simulations using more traditional hardware can be prohibitive. In this context, theoretical predictions are important for customized hardware design. For example, theoretical predictions lead to an adequate neuron model choice. To make such theoretical predictions, the cortical circuit simulations are carried out in amplitude mode. Differently from the spike mode, in amplitude mode information is represented by sequences of scalar values that describe neural input and output spike rates. In this paper, it was proposed amplitude and spike mode simulations of a cortical algorithm, namely the diffusive filling-in algorithm, to investigate whether predictions based on the amplitude-mode results approximate well the behavior of the customized hardware (spike mode results). The diffusive filling-in algorithm was chosen because it is simple enough for spike-mode simulation in a conventional computer, but the proposed amplitude-mode prediction method is the same for more complex algorithms or circuits. We provide a highly realistic comparison between amplitude-mode and spike-mode in the diffusive filling-in case, which suggests that the amplitude mode is reliable for theoretical predictions useful for customized hardware design for cortical circuit simulation. The goal of this paper is not to bring closure to these discussions but to suggest a way of avoiding possible issues that could compromise the success of the customized device design.","diffusive filling-in, visual system, silicon retina, spike encoding",en_US,Published,17,2018,2018-09-02 19:36:56,Brazil,Goiania,-16.680.882,-492.532.691,1167
86439,José Gabriel Rodriguez Carneiro Gomes,Universidade Federal do Rio de Janeiro - UFRJ,Virtual Reality-based Training for the Motor Developmentof People With Intellectual and Multiple Disabilities,"This study investigated the potential of using a virtual reality-based motor coordination and cognitivetraining for people with intellectual and multiple disabilities, focusing on their autonomy and communityparticipation. A low-cost innovative interaction interface between the user and the virtual environment wasproposed to provide a more realistic and intuitive interaction experience. Nine people with disabilities wereselected from an institutional care for people with disabilities and they were enrolled in a four-week experiment,which consisted in going through three challenges. The results show that the patients demonstrated statisticallysignificant improvements regarding the task gave, also based on the observational analysis of the instructorand physiotherapist. Thus, the analysis indicates that the VR-based method can be effective in the motordevelopment of those patients, improving their autonomy and cognitive skills.","Virtual Reality, Augmented Reality, Intellectual and multiple disability",en_US,Published,13,2018,2018-09-04 19:58:09,Brazil,Rio de Janeiro,-229.110.137,-432.093.727,296
86439,Genildo Nonato Santos,"instituto Federal de Educação, Ciência e Tecnologia do Rio de Janeiro - IFRJ",Virtual Reality-based Training for the Motor Developmentof People With Intellectual and Multiple Disabilities,"This study investigated the potential of using a virtual reality-based motor coordination and cognitivetraining for people with intellectual and multiple disabilities, focusing on their autonomy and communityparticipation. A low-cost innovative interaction interface between the user and the virtual environment wasproposed to provide a more realistic and intuitive interaction experience. Nine people with disabilities wereselected from an institutional care for people with disabilities and they were enrolled in a four-week experiment,which consisted in going through three challenges. The results show that the patients demonstrated statisticallysignificant improvements regarding the task gave, also based on the observational analysis of the instructorand physiotherapist. Thus, the analysis indicates that the VR-based method can be effective in the motordevelopment of those patients, improving their autonomy and cognitive skills.","Virtual Reality, Augmented Reality, Intellectual and multiple disability",en_US,Published,13,2018,2018-09-04 19:58:09,Brazil,Rio de Janeiro,-229.110.137,-432.093.727,296
86478,Rodrigo Luis de Souza da Silva,Universidade Federal de Juiz de Fora - UFJF,Virtual Reality-based Training for the Motor Developmentof People With Intellectual and Multiple Disabilities,"This study investigated the potential of using a virtual reality-based motor coordination and cognitivetraining for people with intellectual and multiple disabilities, focusing on their autonomy and communityparticipation. A low-cost innovative interaction interface between the user and the virtual environment wasproposed to provide a more realistic and intuitive interaction experience. Nine people with disabilities wereselected from an institutional care for people with disabilities and they were enrolled in a four-week experiment,which consisted in going through three challenges. The results show that the patients demonstrated statisticallysignificant improvements regarding the task gave, also based on the observational analysis of the instructorand physiotherapist. Thus, the analysis indicates that the VR-based method can be effective in the motordevelopment of those patients, improving their autonomy and cognitive skills.","Virtual Reality, Augmented Reality, Intellectual and multiple disability",en_US,Published,9,2018,2018-09-06 15:17:29,Brazil,Juiz de Fora,-217.609.533,-433.501.129,620
86478,Frâncila Weidt Neiva,Universidade Federal do Rio de Janeiro - UFRJ,Elementary Economic Systems in Material Agent Societies,"This paper formally characterizes the elementary economic systems of material agent societies, on the bases of the notions of (individual and group) elementary economic behavior, elementary economic exchange and elementary economic process. The equilibrium of an elementary economic system is defined in terms of the equilibrium of the set of group elementary economic processes that constitute such system. A case study illustrates the proposed concepts.","Agent societies, Material agent societies, Elementary economic systems, Elementary economic processes, Elementary economic exchanges, Elementary economic behaviors",en_US,Published,9,2018,2018-09-06 15:17:29,Brazil,Rio de Janeiro,-229.110.137,-432.093.727,620
86478,Rian Dutra Cunha,Universidade Federal de Juiz de Fora - UFJF,Data Fusion through Fuzzy-Bayesian Networks for Belief Generation in Cognitive Agents,"Situation Awareness provides a theory for agents decision making to allow perception and comprehension of his environment. However, the transformation of the sensory stimulus in beliefs to favor the BDI reasoning cycle is still an unexplored subject. Autonomous agent projects often require the use of multiple sensors to capture environmental aspects. The natural variability of the physical world and the imprecision contained in linguistic concepts used by humans mean that sensory data contain different types of uncertainty in their measurements. Thus, to obtain the Situational Awareness for Agents with physical sensors, it is necessary to define a data fusion process to perform uncertainty treatment. This paper presents a model to beliefs generation using fuzzy-bayesian inference. An example in robotics navigation and location is used to illustrate the proposal.","Situation Awareness, Data Fusion, Belief Generation, Fuzzy-Bayesian Networks",en_US,Published,9,2018,2018-09-06 15:17:29,Brazil,Juiz de Fora,-217.609.533,-433.501.129,620
86534,Antônio Carlos Rocha Costa,Universidade Federal do Rio Grande - FURG,Data Fusion through Fuzzy-Bayesian Networks for Belief Generation in Cognitive Agents,"Situation Awareness provides a theory for agents decision making to allow perception and comprehension of his environment. However, the transformation of the sensory stimulus in beliefs to favor the BDI reasoning cycle is still an unexplored subject. Autonomous agent projects often require the use of multiple sensors to capture environmental aspects. The natural variability of the physical world and the imprecision contained in linguistic concepts used by humans mean that sensory data contain different types of uncertainty in their measurements. Thus, to obtain the Situational Awareness for Agents with physical sensors, it is necessary to define a data fusion process to perform uncertainty treatment. This paper presents a model to beliefs generation using fuzzy-bayesian inference. An example in robotics navigation and location is used to illustrate the proposal.","Situation Awareness, Data Fusion, Belief Generation, Fuzzy-Bayesian Networks",en_US,Published,13,2018,2018-09-09 10:47:12,Brazil,Rio Grande,375.668.223,-1.063.832.155,438
87085,Aldo von Wangenheim,Universidade Federal de Santa Catarina - UFSC,Data Fusion through Fuzzy-Bayesian Networks for Belief Generation in Cognitive Agents,"Situation Awareness provides a theory for agents decision making to allow perception and comprehension of his environment. However, the transformation of the sensory stimulus in beliefs to favor the BDI reasoning cycle is still an unexplored subject. Autonomous agent projects often require the use of multiple sensors to capture environmental aspects. The natural variability of the physical world and the imprecision contained in linguistic concepts used by humans mean that sensory data contain different types of uncertainty in their measurements. Thus, to obtain the Situational Awareness for Agents with physical sensors, it is necessary to define a data fusion process to perform uncertainty treatment. This paper presents a model to beliefs generation using fuzzy-bayesian inference. An example in robotics navigation and location is used to illustrate the proposal.","Situation Awareness, Data Fusion, Belief Generation, Fuzzy-Bayesian Networks",en_US,Published,11,2018,2018-09-30 22:13:18,Brazil,Florianopolis,-275.973.002,-485.496.098,627
87085,Jerusa Marchi,Universidade Federal de Santa Catarina - UFSC,A Strategy for Performance Evaluation and Modeling of Cloud Computing Services,"On-demand services and reduced costs made cloud computing a popular mechanism to provide scalable resources according to the user’s expectations. This paradigm is an important role in business and academic organizations, supporting applications and services deployed based on virtual machines and containers, two different technologies for virtualization. Cloud environments can support workloads generated by several numbers of users, that request the cloud environment to execute transactions and its performance should be evaluated and estimated in order to achieve clients satisfactions when cloud services are offered. This work proposes a performance evaluation strategy composed of a performance model and a methodology for evaluating the performance of services configured in virtual machines and containers in cloud infrastructures. The performance model for the evaluation of virtual machines and containers in cloud infrastructures is based on stochastic Petri nets. A case study in a real public cloud is presented to illustrate the feasibility of the performance evaluation strategy. The case study experiments were performed with virtual machines and containers supporting workloads related to social networks transactions.","Performance evaluation, Cloud Computing, Containers, Virtual machines, Performance model",en_US,Published,11,2018,2018-09-30 22:13:18,Brazil,Florianopolis,-275.973.002,-485.496.098,627
87085,Munyque Mittelmann,Universidade Federal de Santa Catarina - UFSC,A Strategy for Performance Evaluation and Modeling of Cloud Computing Services,"On-demand services and reduced costs made cloud computing a popular mechanism to provide scalable resources according to the user’s expectations. This paradigm is an important role in business and academic organizations, supporting applications and services deployed based on virtual machines and containers, two different technologies for virtualization. Cloud environments can support workloads generated by several numbers of users, that request the cloud environment to execute transactions and its performance should be evaluated and estimated in order to achieve clients satisfactions when cloud services are offered. This work proposes a performance evaluation strategy composed of a performance model and a methodology for evaluating the performance of services configured in virtual machines and containers in cloud infrastructures. The performance model for the evaluation of virtual machines and containers in cloud infrastructures is based on stochastic Petri nets. A case study in a real public cloud is presented to illustrate the feasibility of the performance evaluation strategy. The case study experiments were performed with virtual machines and containers supporting workloads related to social networks transactions.","Performance evaluation, Cloud Computing, Containers, Virtual machines, Performance model",en_US,Published,11,2018,2018-09-30 22:13:18,Brazil,Florianopolis,-275.973.002,-485.496.098,627
87511,Fernando Aires Lins,Universidade Federal Rural de Pernambuco - UFRPE,A Strategy for Performance Evaluation and Modeling of Cloud Computing Services,"On-demand services and reduced costs made cloud computing a popular mechanism to provide scalable resources according to the user’s expectations. This paradigm is an important role in business and academic organizations, supporting applications and services deployed based on virtual machines and containers, two different technologies for virtualization. Cloud environments can support workloads generated by several numbers of users, that request the cloud environment to execute transactions and its performance should be evaluated and estimated in order to achieve clients satisfactions when cloud services are offered. This work proposes a performance evaluation strategy composed of a performance model and a methodology for evaluating the performance of services configured in virtual machines and containers in cloud infrastructures. The performance model for the evaluation of virtual machines and containers in cloud infrastructures is based on stochastic Petri nets. A case study in a real public cloud is presented to illustrate the feasibility of the performance evaluation strategy. The case study experiments were performed with virtual machines and containers supporting workloads related to social networks transactions.","Performance evaluation, Cloud Computing, Containers, Virtual machines, Performance model",en_US,Published,12,2018,2018-10-17 20:06:27,Brazil,Recife,-80.584.933,-348.848.193,857
87511,Erica Teixeira Gomes Sousa,Universidade Federal Rural de Pernambuco - UFRPE,A Strategy for Performance Evaluation and Modeling of Cloud Computing Services,"On-demand services and reduced costs made cloud computing a popular mechanism to provide scalable resources according to the user’s expectations. This paradigm is an important role in business and academic organizations, supporting applications and services deployed based on virtual machines and containers, two different technologies for virtualization. Cloud environments can support workloads generated by several numbers of users, that request the cloud environment to execute transactions and its performance should be evaluated and estimated in order to achieve clients satisfactions when cloud services are offered. This work proposes a performance evaluation strategy composed of a performance model and a methodology for evaluating the performance of services configured in virtual machines and containers in cloud infrastructures. The performance model for the evaluation of virtual machines and containers in cloud infrastructures is based on stochastic Petri nets. A case study in a real public cloud is presented to illustrate the feasibility of the performance evaluation strategy. The case study experiments were performed with virtual machines and containers supporting workloads related to social networks transactions.","Performance evaluation, Cloud Computing, Containers, Virtual machines, Performance model",en_US,Published,12,2018,2018-10-17 20:06:27,Brazil,Recife,-80.584.933,-348.848.193,857
87511,Gleidson A. S. Campos,Universidade Federal Rural de Pernambuco - UFRPE,Evaluating the impact of maintenance policies associated to SLA contracts on the dependability of data centers electrical infrastructures,"Due to the growth of cloud computing, data center environment has grown in importance and in use. Data centers are responsible for maintaining and processing several critical-value applications. Therefore, data center infrastructures must be evaluated in order to improve the high availability and reliability demanded for such environments. This work adopts Stochastic Petri Nets (SPN) to evaluate the impact of maintenance policies on the data center dependability. The main goal is to analyze maintenance policies, associated to SLA contracts, and to propose improvements. In order to accomplish this, an optimization strategy that uses Euclidean distance is adopted to indicate the most appropriate solution assuming conflicting requirements (e.g., cost and availability). To illustrate the applicability of the proposed models and approach, this work presents case studies comparing different SLA contracts and maintenance policies (preventive and corrective) applied on data center electrical infrastructures.","Dependability, Maintenance, Stochastic Petri Nets and Data Center",en_US,Published,12,2018,2018-10-17 20:06:27,Brazil,Recife,-80.584.933,-348.848.193,857
87511,Rajeev Ranjan Yadav,Universidade Federal Rural de Pernambuco - UFRPE,Evaluating the impact of maintenance policies associated to SLA contracts on the dependability of data centers electrical infrastructures,"Due to the growth of cloud computing, data center environment has grown in importance and in use. Data centers are responsible for maintaining and processing several critical-value applications. Therefore, data center infrastructures must be evaluated in order to improve the high availability and reliability demanded for such environments. This work adopts Stochastic Petri Nets (SPN) to evaluate the impact of maintenance policies on the data center dependability. The main goal is to analyze maintenance policies, associated to SLA contracts, and to propose improvements. In order to accomplish this, an optimization strategy that uses Euclidean distance is adopted to indicate the most appropriate solution assuming conflicting requirements (e.g., cost and availability). To illustrate the applicability of the proposed models and approach, this work presents case studies comparing different SLA contracts and maintenance policies (preventive and corrective) applied on data center electrical infrastructures.","Dependability, Maintenance, Stochastic Petri Nets and Data Center",en_US,Published,12,2018,2018-10-17 20:06:27,Brazil,Recife,-80.584.933,-348.848.193,857
88822,Gustavo Rau de Almeida Callou,Universidade Federal Rural de Pernambuco - UFRPE,Evaluating the impact of maintenance policies associated to SLA contracts on the dependability of data centers electrical infrastructures,"Due to the growth of cloud computing, data center environment has grown in importance and in use. Data centers are responsible for maintaining and processing several critical-value applications. Therefore, data center infrastructures must be evaluated in order to improve the high availability and reliability demanded for such environments. This work adopts Stochastic Petri Nets (SPN) to evaluate the impact of maintenance policies on the data center dependability. The main goal is to analyze maintenance policies, associated to SLA contracts, and to propose improvements. In order to accomplish this, an optimization strategy that uses Euclidean distance is adopted to indicate the most appropriate solution assuming conflicting requirements (e.g., cost and availability). To illustrate the applicability of the proposed models and approach, this work presents case studies comparing different SLA contracts and maintenance policies (preventive and corrective) applied on data center electrical infrastructures.","Dependability, Maintenance, Stochastic Petri Nets and Data Center",en_US,Published,12,2018,2018-12-11 16:18:19,Brazil,Recife,-80.584.933,-348.848.193,781
88822,Felipe Fernandes Lima Melo,Universidade Federal Rural de Pernambuco - UFRPE,Hybrid Neural Networks Applied to Brazilian Stock Market,"The stock market is a stochastic, dynamic environment and is in constant evolution, and its prediction represents a big challenge. Many studies presented in the state of the art are facing this challenge, by making use of Artificial Neural Networks (ANN) as a tool to make such prediction. In this paper a comparative study is made with different methods in order to predict the Brazilian stock market through the Bovespa Index. An ANN was developed and its performance was compared against a hybrid model, in which a Genetic Algorithm (GA) is proposed as an alternative to improve the performance of this ANN. The results obtained were an average accuracy of 55.04% and 55.73% respectively, demonstrating that algorithms such as a GA have the capability of improving the performance of ANN for the stock market prediciton.","Artificial Intelligence, Artificial Neural Networks, Genetic Algorithms.",en_US,Published,12,2018,2018-12-11 16:18:19,Brazil,Recife,-80.584.933,-348.848.193,781
88822,Joao Ferreira Silva Junior,Universidade Federal Rural de Pernambuco - UFRPE,Hybrid Neural Networks Applied to Brazilian Stock Market,"The stock market is a stochastic, dynamic environment and is in constant evolution, and its prediction represents a big challenge. Many studies presented in the state of the art are facing this challenge, by making use of Artificial Neural Networks (ANN) as a tool to make such prediction. In this paper a comparative study is made with different methods in order to predict the Brazilian stock market through the Bovespa Index. An ANN was developed and its performance was compared against a hybrid model, in which a Genetic Algorithm (GA) is proposed as an alternative to improve the performance of this ANN. The results obtained were an average accuracy of 55.04% and 55.73% respectively, demonstrating that algorithms such as a GA have the capability of improving the performance of ANN for the stock market prediciton.","Artificial Intelligence, Artificial Neural Networks, Genetic Algorithms.",en_US,Published,12,2018,2018-12-11 16:18:19,Brazil,Recife,-80.584.933,-348.848.193,781
88911,Wilson Castello Branco Neto,Instituto Federal de Santa Catarina - IFSC,Hybrid Neural Networks Applied to Brazilian Stock Market,"The stock market is a stochastic, dynamic environment and is in constant evolution, and its prediction represents a big challenge. Many studies presented in the state of the art are facing this challenge, by making use of Artificial Neural Networks (ANN) as a tool to make such prediction. In this paper a comparative study is made with different methods in order to predict the Brazilian stock market through the Bovespa Index. An ANN was developed and its performance was compared against a hybrid model, in which a Genetic Algorithm (GA) is proposed as an alternative to improve the performance of this ANN. The results obtained were an average accuracy of 55.04% and 55.73% respectively, demonstrating that algorithms such as a GA have the capability of improving the performance of ANN for the stock market prediciton.","Artificial Intelligence, Artificial Neural Networks, Genetic Algorithms.",en_US,Published,23,2018,2018-12-19 09:56:14,Brazil,Florianopolis,-275.973.002,-485.496.098,699
88911,Andrey de Aguiar Salvi,Instituto Federal de Santa Catarina - IFSC,"Biclustering and coclustering: concepts, algorithms and viability for text mining","Biclustering and coclustering are data mining tasks capable of extracting relevant information from data by applying similarity criteria simultaneously to rows and columns of data matrices. Algorithms used to accomplish these tasks simultaneously cluster objects and attributes, enabling the discovery of biclusters or coclusters. Although similar, the natures and aims of these tasks are different, and coclustering can be seen as a generalization of biclustering. An accurate study on algorithms related to biclustering and coclustering is essential to achieve effectiveness when solving real-world problems. Determining the values appropriate for the parameters of these algorithms is even more difficult when complex real-world data are analyzed. For example, when biclustering or coclustering is applied to textual data (i.e., in text mining), a representation through a vector space model is required. Such representation usually generates vector spaces with a high number of dimensions and high sparsity, which influences the performance of many algorithms. This tutorial aims to didactically present concepts related to the biclustering and coclustering tasks and how two basic algorithms address these concepts. In addition, experiments are presented in data contexts with a high number of dimensions and high sparsity, represented by both a synthetic dataset and a corpus of real-world news. In general and comparative terms, the results obtained show the algorithm used for coclustering (i.e., NBVD) as the most appropriate for the experiments’ context. Although the biclustering algorithm (i.e., Cheng and Church) was responsible for producing less relevant results in textual data than NBVD, its application in data with a high number of dimensions and high sparsity provided a suitable study environment to understand its operation.","Cogrouping, Bigrouping, Text Mining",en_US,Published,23,2018,2018-12-19 09:56:14,Brazil,Florianopolis,-275.973.002,-485.496.098,699
88911,William Passig de Souza,Instituto Federal de Santa Catarina - IFSC,"Biclustering and coclustering: concepts, algorithms and viability for text mining","Biclustering and coclustering are data mining tasks capable of extracting relevant information from data by applying similarity criteria simultaneously to rows and columns of data matrices. Algorithms used to accomplish these tasks simultaneously cluster objects and attributes, enabling the discovery of biclusters or coclusters. Although similar, the natures and aims of these tasks are different, and coclustering can be seen as a generalization of biclustering. An accurate study on algorithms related to biclustering and coclustering is essential to achieve effectiveness when solving real-world problems. Determining the values appropriate for the parameters of these algorithms is even more difficult when complex real-world data are analyzed. For example, when biclustering or coclustering is applied to textual data (i.e., in text mining), a representation through a vector space model is required. Such representation usually generates vector spaces with a high number of dimensions and high sparsity, which influences the performance of many algorithms. This tutorial aims to didactically present concepts related to the biclustering and coclustering tasks and how two basic algorithms address these concepts. In addition, experiments are presented in data contexts with a high number of dimensions and high sparsity, represented by both a synthetic dataset and a corpus of real-world news. In general and comparative terms, the results obtained show the algorithm used for coclustering (i.e., NBVD) as the most appropriate for the experiments’ context. Although the biclustering algorithm (i.e., Cheng and Church) was responsible for producing less relevant results in textual data than NBVD, its application in data with a high number of dimensions and high sparsity provided a suitable study environment to understand its operation.","Cogrouping, Bigrouping, Text Mining",en_US,Published,23,2018,2018-12-19 09:56:14,Brazil,Florianopolis,-275.973.002,-485.496.098,699
89063,Alexandra Katiuska Ramos Diaz,Universidade de São Paulo - USP,PHOC Descriptor Applied for Mammography Classification,"This paper describes experiments with PHOC (Pyramid Histogram of Color) features descriptor in terms of capacity for representing features presented in breast radiograph (also known as mammography). Patches were taken from regions in digital mammographies, representing benign, cancerous, normal tissues and image’s background. The motivation is to evaluate the proposal in perspective of using it for execution in an inexpensive ordinary desktop computer in places located far from medical experts. The images were obtained from DDSM database and processed producing the feature-dataset used for training an Artificial Neural Network, the results were evaluated by analysis of the learning rate curve and ROC curves, besides these graphical analytical tools the confusion matrix and other quantitative metrics (TPR, FPR and Accuracy) were also extracted and analyzed. The average accuracy ≈ 0.8 and the other metrics extracted from results demonstrate that the proposal presents potential for further developments. At the best effort, PHOC was not found in literature for applications in mammographies such as it is proposed here.",,en_US,Published,36,2018,2018-12-18 15:35:52,Brazil,Sao Paulo,-235.506.507,-466.333.824,1060
